Year,Player,Standing,Serve Rating,% 1st Serve,% 1st Serve Points Won,% 2st Serve Points Won,% Service Games Won,Avg. Aces/ Match,Avg. Double Faults/Match
1996,Alex Corretja,46,260.2,59.9,70.3,51.7,77.2,3.4,2.3
1996,Paul Haarhuis,47,260.2,62.7,68.7,50.9,75.7,4.1,1.9
1996,Carlos Moya,48,260.1,64.7,68.3,49.8,76.2,3.0,1.9
1996,Andrei Medvedev,49,259.7,60.3,71.0,48.5,77.8,5.6,3.5
1996,Richey Reneberg,50,259.7,55.3,71.6,52.4,77.7,5.2,2.5
1995,Pete Sampras,1,287.6,56.1,82.9,51.4,88.9,12.1,3.8
1995,Goran Ivanisevic,2,284.1,53.5,82.9,51.1,86.1,14.5,4.0
1995,Richard Krajicek,3,283.8,59.3,79.2,50.7,86.1,11.6,3.1
1995,Andre Agassi,4,283.5,64.3,74.2,55.6,87.4,4.0,2.0
1995,Boris Becker,5,281.8,57.2,82.0,47.5,87.8,12.6,5.3
1995,Shuzo Matsuoka,6,280.6,63.6,77.4,48.6,84.5,9.9,3.4
1995,Magnus Larsson,7,279.4,62.3,75.0,52.5,84.9,7.0,2.3
1995,Mark Philippoussis,8,279.4,58.7,79.2,48.5,86.0,11.8,4.8
1995,Todd Martin,9,279.1,60.4,76.7,51.5,84.1,9.5,3.1
1995,Jim Courier,10,278.6,61.9,75.0,53.4,85.7,5.3,2.7
1995,Greg Rusedski,11,277.6,55.9,81.6,48.9,85.4,11.6,5.8
1995,Guy Forget,12,277.5,60.0,77.1,50.5,83.3,9.5,2.9
1995,Javier Frana,13,277.5,59.7,73.6,54.6,84.5,6.6,1.5
1995,David Wheaton,14,275.7,66.2,72.7,50.6,81.4,7.4,2.6
1995,Michael Stich,15,275.3,56.7,77.3,51.8,85.0,8.0,3.5
1995,Kenneth Carlsen,16,273.5,56.8,76.3,51.1,84.3,8.8,3.8
1995,Marc Rosset,17,272.1,55.8,79.8,48.3,83.9,9.4,5.1
1995,Daniel Vacek,18,271.2,60.2,75.9,50.0,81.5,8.1,4.5
1995,Michael Chang,19,270.9,54.1,76.3,53.8,82.7,6.0,2.0
1995,Jan Siemerink,20,270.4,59.7,73.3,53.0,82.3,5.4,3.3
1995,Jan Apell,21,269.7,62.2,72.3,51.6,81.5,4.9,2.8
1995,Nicolas Pereira,22,268.9,62.8,73.7,47.5,80.8,7.0,2.9
1995,Brett Steven,23,268.7,66.3,69.6,52.6,78.9,3.9,2.6
1995,Albert Costa,24,267.0,73.0,64.6,52.5,77.0,1.9,2.0
1995,Thomas Muster,25,266.8,60.0,71.2,53.9,80.8,3.4,2.5
1995,Jacco Eltingh,26,266.6,60.9,74.7,47.5,80.6,8.1,5.2
1995,Jonathan Stark,27,266.3,59.9,75.3,45.9,79.9,9.1,3.8
1995,MaliVai Washington,28,265.1,59.8,72.7,50.0,79.2,5.9,2.5
1995,Michael Tebbutt,29,265.0,52.4,79.7,46.2,80.9,12.5,6.7
1995,Thomas Enqvist,30,264.8,55.0,76.1,50.0,80.8,7.0,4.1
1995,Yevgeny Kafelnikov,31,264.5,55.2,74.4,51.0,81.9,5.5,3.5
1995,Marcelo Rios,32,264.3,62.9,68.5,53.7,78.0,3.1,1.9
1995,Patrick Rafter,33,264.0,58.8,73.3,49.3,79.9,6.8,4.1
1995,Marc-Kevin Goellner,34,263.8,51.8,80.0,45.9,79.4,12.4,5.7
1995,Karel Novacek,35,263.3,58.4,71.9,50.0,77.6,7.4,2.0
1995,Stefan Edberg,36,262.9,60.6,72.6,50.6,79.6,3.2,3.7
1995,Wayne Ferreira,37,262.7,55.7,74.4,48.9,79.4,7.0,2.7
1995,Martin Damm,38,262.0,55.7,72.9,50.6,78.0,8.3,3.5
1995,Jakob Hlasek,39,261.8,59.4,73.7,47.5,78.4,6.4,3.6
1995,Hernan Gumy,40,261.4,63.6,69.0,52.2,76.9,2.7,3.0
1995,Andrei Olhovskiy,41,261.4,57.3,75.4,47.1,77.1,8.2,3.7
1995,Gilbert Schaller,42,261.4,74.6,62.5,51.7,71.9,1.7,1.0
1995,Sergi Bruguera,43,260.7,61.0,70.6,49.6,77.2,4.2,1.9
1995,Alberto Berasategui,44,259.6,74.3,63.1,50.3,72.6,1.7,2.4
1995,Patrick McEnroe,45,258.8,61.3,68.8,49.9,78.6,3.3,3.1
1995,Richard Fromberg,46,258.7,56.4,73.6,47.8,76.3,7.4,2.8
1995,David Prinosil,47,258.4,50.8,78.0,46.7,79.8,8.6,5.5
1995,Byron Black,48,258.0,60.9,69.5,50.1,76.9,3.7,3.1
1995,Adrian Voinea,49,257.7,59.4,69.6,51.4,74.6,5.7,3.0
1995,Paul Haarhuis,50,257.5,60.2,68.6,50.4,76.3,4.6,2.6
1994,Pete Sampras,1,288.1,59.0,81.0,52.7,88.4,10.3,3.3
1994,Goran Ivanisevic,2,284.5,56.5,82.6,49.4,86.5,13.8,4.3
1994,Magnus Larsson,3,283.9,65.7,74.5,53.4,85.3,7.1,2.1
1994,Richard Krajicek,4,281.0,55.7,81.0,49.5,87.1,11.7,4.0
1994,Boris Becker,5,279.2,57.0,79.8,50.2,86.5,10.6,4.9
1994,Jacco Eltingh,6,279.1,63.8,76.4,49.3,84.2,9.2,3.8
1994,Todd Martin,7,278.9,60.2,75.4,52.4,83.5,10.1,2.7
1994,Michael Stich,8,277.8,57.6,79.1,50.7,85.9,8.3,3.8
1994,Guy Forget,9,275.1,61.4,74.9,49.7,81.5,9.7,2.1
1994,Jonathan Stark,10,275.0,60.1,75.5,51.3,83.1,8.3,3.3
1994,Kenneth Carlsen,11,274.3,59.2,74.9,51.9,83.4,7.6,2.7
1994,Andre Agassi,12,274.1,65.2,70.8,54.0,83.0,3.1,2.0
1994,Greg Rusedski,13,273.7,56.4,78.6,50.6,84.2,9.2,5.3
1994,Jim Courier,14,273.6,61.9,74.5,52.5,83.0,4.1,2.4
1994,Patrick Rafter,15,272.8,59.3,75.7,50.1,83.5,8.2,4.0
1994,David Wheaton,16,272.1,59.9,74.9,49.1,82.2,10.0,4.0
1994,Chuck Adams,17,271.7,64.8,72.3,49.8,81.3,5.5,2.0
1994,Marc Rosset,18,271.5,57.3,79.1,47.3,82.9,10.0,5.1
1994,Daniel Vacek,19,270.2,60.6,75.7,50.0,82.1,7.2,5.4
1994,Marc-Kevin Goellner,20,270.0,50.1,79.2,50.8,83.1,11.5,4.7
1994,Ivan Lendl,21,269.8,54.4,76.4,52.1,82.0,7.2,2.3
1994,Jan Siemerink,22,268.9,59.7,76.0,49.3,81.9,6.1,4.1
1994,Wayne Ferreira,23,268.6,56.5,74.4,51.4,81.3,7.4,2.4
1994,Michael Chang,24,268.3,57.1,72.3,54.7,81.6,4.4,1.8
1994,Stefan Edberg,25,267.1,61.6,71.9,52.1,82.4,2.9,3.8
1994,Jim Grabb,26,266.8,68.2,70.1,47.1,78.7,5.4,2.7
1994,MaliVai Washington,27,266.5,60.8,70.7,52.8,79.2,5.9,2.9
1994,Karel Novacek,28,266.4,58.7,75.0,47.7,79.4,8.0,2.4
1994,Jared Palmer,29,266.1,61.6,69.2,53.7,80.4,4.0,2.8
1994,Jamie Morgan,30,265.0,57.3,74.3,49.1,79.0,9.5,4.2
1994,Sergi Bruguera,31,264.6,60.4,71.1,51.6,79.2,3.9,1.6
1994,Richard Fromberg,32,264.6,58.9,74.3,47.7,79.6,8.7,4.6
1994,Thomas Muster,33,264.0,58.8,71.2,53.3,80.1,4.0,3.4
1994,Joern Renzenbrink,34,263.1,61.3,74.7,44.7,79.3,9.2,6.1
1994,Martin Damm,35,262.5,55.0,74.4,49.8,78.6,8.7,4.0
1994,Jan Apell,36,262.4,59.9,71.3,49.8,79.0,5.3,2.9
1994,Luiz Mattar,37,261.9,59.5,69.6,52.3,77.4,4.8,1.7
1994,Andrei Olhovskiy,38,261.9,55.6,75.7,47.5,78.9,9.2,5.0
1994,Andrei Medvedev,39,261.8,65.1,67.8,51.1,76.7,2.9,1.8
1994,Bryan Shelton,40,261.8,56.9,75.9,47.3,79.7,8.7,6.7
1994,Jason Stoltenberg,41,261.2,58.8,73.1,48.4,79.3,4.7,3.1
1994,Alberto Berasategui,42,260.5,72.2,63.8,50.7,74.4,1.6,2.2
1994,Arnaud Boetsch,43,259.0,56.8,71.9,50.6,78.3,4.0,2.6
1994,Marcelo Filippini,44,258.8,66.5,66.2,51.0,75.2,1.8,1.9
1994,Yevgeny Kafelnikov,45,258.7,58.9,69.9,51.6,77.5,3.8,3.0
1994,Jakob Hlasek,46,258.6,58.6,72.2,49.2,77.8,5.0,4.2
1994,Paul Haarhuis,47,258.6,59.9,70.1,49.5,76.7,4.4,2.0
1994,Aaron Krickstein,48,258.6,59.1,68.8,51.5,77.2,4.3,2.3
1994,Alex O'Brien,49,258.0,60.8,70.4,48.7,76.4,4.2,2.5
1994,Jeff Tarango,50,257.5,62.6,67.8,50.9,74.8,3.7,2.3
1993,Pete Sampras,1,288.9,57.7,82.2,52.5,89.6,10.5,3.6
1993,Richard Krajicek,2,282.9,60.1,80.5,49.3,87.0,10.6,4.6
1993,Javier Frana,3,281.2,64.2,72.8,56.7,83.7,5.2,1.4
1993,Goran Ivanisevic,4,280.6,52.4,82.1,52.7,86.4,11.0,4.0
1993,Jim Courier,5,279.6,61.0,75.2,54.6,86.7,4.8,2.7
1993,Marc Rosset,6,279.3,58.7,78.6,49.6,86.0,9.9,3.5
1993,Michael Stich,7,275.8,54.4,79.4,51.9,85.7,9.4,5.0
1993,Todd Martin,8,275.3,62.9,73.3,50.6,83.0,7.7,2.2
1993,Boris Becker,9,274.8,55.9,78.8,50.1,85.7,9.4,5.1
1993,Jonathan Stark,10,273.6,59.8,76.4,50.4,82.9,8.1,4.0
1993,Thomas Muster,11,273.0,62.4,70.2,56.7,83.5,2.7,2.5
1993,Wally Masur,12,272.0,65.9,70.5,52.4,80.7,4.5,2.0
1993,Andre Agassi,13,271.3,62.2,72.8,51.5,82.8,4.1,2.1
1993,Jamie Morgan,14,271.1,56.8,78.0,49.1,81.5,10.1,4.4
1993,Cedric Pioline,15,269.6,59.9,73.8,50.9,82.2,5.9,3.1
1993,Magnus Larsson,16,269.2,63.8,71.2,50.0,79.5,7.0,2.3
1993,Richard Fromberg,17,268.7,58.5,75.1,49.2,81.1,8.7,3.9
1993,Daniel Vacek,18,268.6,60.5,72.1,53.5,79.9,6.9,4.3
1993,Marc-Kevin Goellner,19,268.0,54.1,78.0,48.6,81.1,11.0,4.8
1993,Stephane Simian,20,267.9,64.4,71.9,49.3,79.8,5.5,3.0
1993,Chuck Adams,21,267.5,65.7,67.7,53.7,78.1,4.1,1.8
1993,Jan Siemerink,22,267.3,56.9,75.8,50.7,81.4,6.5,4.0
1993,Kenneth Carlsen,23,266.7,55.4,76.9,49.8,80.7,6.9,3.0
1993,Karel Novacek,24,266.5,55.6,75.1,51.3,80.3,6.4,2.2
1993,Amos Mansdorf,25,266.0,55.5,72.1,54.8,81.8,4.1,2.3
1993,Jacco Eltingh,26,265.4,63.2,72.7,48.1,78.8,5.9,3.3
1993,Michael Chang,27,265.1,58.9,69.0,55.4,80.7,3.1,2.0
1993,MaliVai Washington,28,265.1,57.2,73.4,52.0,80.8,5.0,3.3
1993,Arnaud Boetsch,29,264.5,58.8,72.9,50.9,80.6,4.6,3.3
1993,Ivan Lendl,30,264.5,57.2,75.0,49.2,79.2,6.3,2.4
1993,Bryan Shelton,31,263.8,57.3,73.5,49.8,79.2,9.0,5.0
1993,Wayne Ferreira,32,263.4,57.3,73.4,50.3,78.4,6.8,2.8
1993,Alex Antonitsch,33,263.1,55.7,73.5,49.7,81.3,6.1,3.2
1993,Sergi Bruguera,34,262.4,57.2,70.2,54.0,79.1,3.4,1.5
1993,Carlos Costa,35,262.2,55.4,72.8,51.9,79.4,5.0,2.3
1993,Magnus Gustafsson,36,262.2,70.1,66.3,50.1,76.3,1.7,2.3
1993,Andrei Medvedev,37,262.1,55.5,74.7,49.6,79.3,6.6,3.6
1993,Stefan Edberg,38,261.9,60.5,72.8,49.5,80.8,2.8,4.5
1993,Paul Haarhuis,39,260.7,59.5,69.3,52.3,77.8,3.9,2.1
1993,Jonas Svensson,40,260.5,63.2,69.5,49.6,77.6,2.8,2.2
1993,Jakob Hlasek,41,260.4,58.6,74.8,47.2,78.5,5.3,4.0
1993,Alexander Volkov,42,260.1,52.9,72.2,52.7,79.5,5.6,2.8
1993,Alberto Berasategui,43,259.6,72.6,63.7,50.5,73.7,1.1,2.0
1993,Andrei Olhovskiy,44,259.3,58.0,74.6,47.1,76.3,6.6,3.3
1993,Younes El Aynaoui,45,258.6,55.2,74.9,47.1,79.8,6.0,4.4
1993,Emilio Sanchez,46,258.3,64.1,66.8,51.3,75.0,2.8,1.7
1993,Brett Steven,47,258.3,64.4,69.1,47.8,76.6,3.8,3.4
1993,Mark Woodforde,48,257.9,57.4,71.4,49.5,78.3,4.6,3.3
1993,Nicklas Kulti,49,257.6,55.8,71.6,50.6,77.9,4.8,3.1
1993,Horacio de la Pena,50,257.5,70.8,62.6,51.7,72.1,1.4,1.1
1992,Goran Ivanisevic,1,292.6,57.1,84.0,53.0,88.8,13.3,3.6
1992,Richard Krajicek,2,284.0,58.3,79.5,52.0,86.8,10.8,3.4
1992,Pete Sampras,3,283.0,60.3,79.2,51.4,85.5,9.6,3.0
1992,Michael Stich,4,281.9,59.0,77.1,55.7,86.0,7.4,3.3
1992,Guy Forget,5,281.2,58.3,80.0,50.3,85.3,9.6,2.3
1992,Jim Courier,6,280.8,60.8,76.3,53.9,86.8,5.5,2.5
1992,Bryan Shelton,7,279.3,58.8,77.6,52.5,85.0,10.4,5.0
1992,Boris Becker,8,278.3,59.2,78.2,50.4,85.0,9.6,4.1
1992,Wally Masur,9,277.4,65.4,71.8,53.8,83.0,5.7,2.3
1992,Magnus Larsson,10,275.7,67.0,71.9,50.7,81.7,5.6,1.2
1992,Stefan Edberg,11,274.8,63.6,73.9,52.3,85.0,3.5,3.5
1992,Shuzo Matsuoka,12,274.8,60.4,73.8,53.5,82.7,7.0,2.6
1992,Jim Grabb,13,274.2,65.4,75.7,47.4,82.2,6.7,3.2
1992,Markus Zoecke,14,273.9,66.3,72.4,49.4,81.2,7.3,2.7
1992,Ivan Lendl,15,271.8,56.5,76.1,52.4,82.9,6.7,2.8
1992,Marc Rosset,16,271.8,57.3,77.5,49.6,82.5,8.7,3.8
1992,Jacco Eltingh,17,269.5,62.8,71.0,50.7,80.8,6.8,2.6
1992,Todd Martin,18,269.1,63.5,70.5,52.4,79.0,5.9,2.2
1992,Jonathan Stark,19,269.1,57.8,74.6,50.6,81.6,7.7,3.2
1992,Emilio Sanchez,20,267.2,63.9,69.7,51.6,78.3,5.0,1.3
1992,Andre Agassi,21,267.1,63.5,69.1,53.8,79.8,3.1,2.2
1992,Arnaud Boetsch,22,266.8,58.9,73.2,51.6,81.1,4.9,2.9
1992,John McEnroe,23,266.5,58.7,75.9,49.1,81.6,5.1,3.9
1992,Michiel Schapers,24,266.4,67.8,69.2,49.7,78.8,3.7,2.8
1992,MaliVai Washington,25,265.7,58.7,71.7,52.4,81.1,4.8,3.0
1992,Luiz Mattar,26,263.5,55.9,72.1,52.1,78.8,6.5,1.9
1992,Thomas Muster,27,263.0,67.3,65.6,53.3,76.5,2.0,1.7
1992,Wayne Ferreira,28,262.8,55.7,74.1,50.1,79.4,6.7,3.2
1992,Andrei Medvedev,29,262.7,53.6,73.6,52.9,80.4,5.1,2.9
1992,Michael Chang,30,261.7,63.3,67.7,52.0,78.0,2.3,1.6
1992,Amos Mansdorf,31,261.4,58.3,70.0,52.9,78.3,4.0,2.1
1992,Andrei Cherkasov,32,260.9,61.6,68.5,52.3,76.5,3.4,1.4
1992,Paul Haarhuis,33,260.5,60.4,69.7,50.5,77.6,4.1,1.8
1992,Sergi Bruguera,34,260.4,57.5,69.5,53.9,78.3,2.6,1.4
1992,Brad Gilbert,35,260.4,57.6,72.6,49.0,78.8,5.7,3.3
1992,Henrik Holm,36,260.2,51.0,80.3,46.2,81.2,8.5,7.0
1992,David Wheaton,37,259.6,56.0,75.0,47.4,79.2,7.8,5.8
1992,Andrei Olhovskiy,38,259.5,55.1,74.5,49.6,78.8,5.6,4.1
1992,Carl-Uwe Steeb,39,259.4,59.3,67.4,53.4,78.0,3.2,1.9
1992,Cedric Pioline,40,258.9,57.0,74.2,46.8,79.2,5.6,3.9
1992,Jakob Hlasek,41,258.7,58.2,73.1,48.1,77.2,5.6,3.5
1992,Alberto Mancini,42,258.7,63.5,66.7,53.3,74.5,2.7,2.0
1992,Jan Siemerink,43,258.7,54.3,73.1,50.2,79.1,6.4,4.4
1992,Derrick Rostagno,44,258.6,59.5,71.6,47.6,77.5,6.1,3.7
1992,Chris Pridham,45,258.5,59.8,70.3,49.4,79.6,2.9,3.5
1992,Aaron Krickstein,46,257.2,56.5,69.8,52.5,76.7,3.7,2.0
1992,Magnus Gustafsson,47,257.0,68.0,67.5,47.8,74.7,1.8,2.8
1992,Javier Sanchez,48,256.8,64.2,67.1,50.0,75.1,2.5,2.1
1992,Karel Novacek,49,256.7,55.6,71.6,49.4,77.4,4.7,2.0
1992,Patrik Kuhnen,50,256.6,56.5,74.2,45.0,77.5,8.0,4.6
