Year,Player,Standing,Serve Rating,% 1st Serve,% 1st Serve Points Won,% 2st Serve Points Won,% Service Games Won,Avg. Aces/ Match,Avg. Double Faults/Match
2009,Radek Stepanek,38,268.0,61.5,72.8,50.1,80.5,6.3,3.2
2009,Igor Andreev,39,267.0,61.9,71.1,51.6,80.0,5.2,2.8
2009,Ernests Gulbis,40,267.0,62.9,72.5,47.5,78.7,9.2,3.8
2009,Mikhail Youzhny,41,266.7,62.3,70.6,52.3,79.8,3.9,2.2
2009,Richard Gasquet,42,266.5,58.5,72.8,51.6,79.7,7.2,3.3
2009,Thomaz Bellucci,43,266.0,61.3,70.8,51.4,78.4,6.7,2.6
2009,Lleyton Hewitt,44,265.4,53.0,75.6,53.1,80.9,6.5,3.7
2009,Potito Starace,45,265.4,73.2,66.9,48.9,75.2,2.8,1.6
2009,Andreas Beck,46,265.2,58.9,72.4,52.0,80.9,5.2,4.2
2009,Janko Tipsarevic,47,265.0,56.1,73.7,51.5,79.9,6.2,2.4
2009,Julien Benneteau,48,263.6,66.0,69.6,48.3,77.3,5.6,3.2
2009,Juan Monaco,49,263.0,69.1,65.6,52.7,75.7,1.9,2.0
2009,Evgeny Korolev,50,261.5,60.7,72.3,49.0,76.3,5.6,2.4
2008,Ivo Karlovic,1,306.6,66.2,81.2,52.8,90.4,17.8,1.8
2008,Andy Roddick,2,306.2,67.6,79.6,55.6,91.2,14.3,2.1
2008,Roger Federer,3,295.8,64.1,76.9,57.9,89.2,8.7,1.0
2008,John Isner,4,295.0,66.5,77.1,51.8,88.4,14.7,3.5
2008,Rafael Nadal,5,291.1,69.5,71.9,60.1,87.8,3.1,1.3
2008,Ivan Ljubicic,6,289.1,61.5,77.9,51.7,87.0,12.8,1.8
2008,Robin Soderling,7,289.0,61.2,78.4,54.0,87.8,10.3,2.7
2008,Novak Djokovic,8,286.9,65.1,73.8,56.7,87.0,6.2,1.9
2008,Jo-Wilfried Tsonga,9,286.1,64.0,76.7,51.0,86.0,10.6,2.2
2008,Mario Ancic,10,284.4,62.5,76.1,52.8,86.1,9.2,2.3
2008,Feliciano Lopez,11,283.4,60.9,75.1,53.3,85.8,11.4,3.1
2008,Michael Llodra,12,282.7,61.0,75.3,54.9,85.5,9.5,3.5
2008,Radek Stepanek,13,281.6,63.0,76.5,51.9,86.0,7.4,3.2
2008,Tomas Berdych,14,280.1,60.2,76.7,53.2,84.2,8.0,2.2
2008,Nicolas Almagro,15,279.3,59.0,75.2,54.6,84.0,9.0,2.5
2008,Igor Andreev,16,279.2,64.4,72.6,54.7,83.9,6.1,2.5
2008,Juan Carlos Ferrero,17,278.6,66.6,71.5,53.9,83.7,4.3,1.4
2008,Fernando Gonzalez,18,278.6,62.7,73.3,54.5,84.8,6.2,2.9
2008,Richard Gasquet,19,278.5,59.9,75.8,52.7,84.1,8.4,2.4
2008,Simone Bolelli,20,277.7,67.1,70.3,54.0,82.8,4.9,1.4
2008,Philipp Kohlschreiber,21,276.9,63.1,71.8,55.2,83.7,5.3,2.2
2008,Victor Hanescu,22,275.3,69.7,70.9,51.2,79.5,5.6,1.6
2008,Nikolay Davydenko,23,274.0,64.3,71.6,54.4,82.0,3.9,2.2
2008,Juan Martin del Potro,24,273.4,61.5,73.4,53.3,82.7,5.0,2.5
2008,Dmitry Tursunov,25,273.0,57.7,74.7,52.3,83.6,7.9,3.2
2008,Ernests Gulbis,26,272.9,60.2,74.5,49.9,82.9,9.6,4.2
2008,Jurgen Melzer,27,272.8,61.9,71.5,54.1,81.2,6.5,2.4
2008,Janko Tipsarevic,28,272.8,55.5,76.0,52.3,82.5,9.2,2.7
2008,Carlos Moya,29,271.6,61.1,70.7,55.4,81.7,5.2,2.5
2008,Eduardo Schwank,30,271.6,63.6,70.2,53.6,82.2,4.5,2.5
2008,Fernando Verdasco,31,271.3,72.7,68.8,51.7,78.4,3.8,4.1
2008,Paul-Henri Mathieu,32,271.0,55.5,74.4,54.8,83.8,5.6,3.1
2008,Nicolas Mahut,33,270.9,61.9,73.2,50.0,81.0,9.0,4.2
2008,Marin Cilic,34,270.4,53.8,75.4,52.8,82.6,9.1,3.3
2008,Sam Querrey,35,270.3,59.1,74.9,48.7,80.6,10.1,3.1
2008,Andy Murray,36,268.6,57.0,74.6,51.1,81.6,6.5,2.2
2008,Potito Starace,37,268.4,73.3,64.1,53.9,76.4,2.0,1.3
2008,Gael Monfils,38,268.2,60.8,73.8,49.6,79.6,7.5,3.1
2008,Mikhail Youzhny,39,268.2,61.4,71.9,51.4,81.3,4.7,2.5
2008,James Blake,40,268.1,55.9,74.0,52.7,81.4,6.8,2.7
2008,Bobby Reynolds,41,267.4,59.1,72.4,49.6,78.3,11.2,3.2
2008,Tommy Robredo,42,267.2,68.1,68.6,51.0,78.0,3.1,1.6
2008,Mardy Fish,43,267.1,49.7,77.6,51.4,81.0,10.1,2.7
2008,Tommy Haas,44,267.0,59.3,72.7,52.3,79.2,7.3,3.8
2008,David Ferrer,45,266.7,65.8,68.2,53.4,78.3,2.6,1.6
2008,David Nalbandian,46,266.4,58.0,73.6,52.3,80.4,5.2,3.1
2008,Stan Wawrinka,47,266.1,60.8,69.9,53.6,78.3,5.8,2.3
2008,Agustin Calleri,48,265.9,55.3,76.0,49.2,80.7,8.1,3.4
2008,Marat Safin,49,265.5,55.0,73.8,50.6,80.9,8.5,3.3
2008,Robby Ginepri,50,265.1,63.7,69.3,50.9,77.9,5.2,1.9
2007,Ivo Karlovic,1,318.5,68.6,83.6,53.1,94.5,20.6,1.9
2007,Andy Roddick,2,303.2,65.0,80.4,56.7,90.9,11.7,1.5
2007,Roger Federer,3,294.3,61.9,77.3,59.0,89.2,8.0,1.1
2007,Ivan Ljubicic,4,290.3,58.7,79.5,52.6,87.4,14.5,2.4
2007,Rafael Nadal,5,284.7,68.2,72.5,56.5,86.2,2.8,1.5
2007,Tomas Berdych,6,281.1,58.6,77.6,53.9,86.0,7.3,2.3
2007,Tommy Haas,7,281.0,61.0,76.4,53.8,84.8,8.0,3.0
2007,Radek Stepanek,8,280.6,63.0,74.2,53.9,84.5,7.0,2.0
2007,Feliciano Lopez,9,279.1,59.6,75.8,52.6,84.6,10.0,3.5
2007,Novak Djokovic,10,278.1,64.1,72.3,53.9,83.9,6.2,2.3
2007,Nicolas Kiefer,11,277.5,56.7,79.0,52.1,85.5,6.7,2.5
2007,Frank Dancevic,12,277.4,60.3,75.1,51.4,80.7,12.4,2.5
2007,Sam Querrey,13,275.5,56.7,79.2,48.2,82.2,12.4,3.2
2007,Igor Andreev,14,274.6,67.7,68.5,55.6,80.4,4.1,1.7
2007,Richard Gasquet,15,274.6,61.7,73.8,53.9,82.0,5.4,2.2
2007,Robin Soderling,16,274.6,62.2,74.6,50.7,82.6,7.1,2.6
2007,James Blake,17,274.4,58.0,75.3,53.0,83.7,7.3,2.9
2007,Fernando Gonzalez,18,273.5,63.3,72.7,51.5,81.9,6.5,2.4
2007,Nicolas Almagro,19,272.9,60.8,73.7,51.5,81.5,7.8,2.4
2007,Fernando Verdasco,20,272.6,71.5,69.7,50.6,79.6,4.6,3.4
2007,Gael Monfils,21,272.1,57.1,75.0,52.0,80.5,11.3,3.8
2007,Thomas Johansson,22,271.5,57.7,75.4,51.3,81.2,8.3,2.4
2007,Tommy Robredo,23,271.2,67.6,68.0,54.4,79.2,3.7,1.7
2007,Mardy Fish,24,271.0,51.7,78.7,50.8,81.0,11.4,2.6
2007,Nicolas Mahut,25,271.0,57.4,74.9,52.4,83.4,7.8,4.9
2007,Michael Llodra,26,270.9,63.2,71.7,51.9,80.1,7.4,3.4
2007,Dmitry Tursunov,27,270.9,56.5,74.8,53.6,81.8,8.2,4.0
2007,Luis Horna,28,270.7,69.3,69.7,50.0,79.7,4.3,2.3
2007,Amer Delic,29,270.3,58.9,73.0,50.4,80.0,10.1,2.1
2007,Lleyton Hewitt,30,269.8,53.7,75.6,53.4,82.8,7.6,3.3
2007,Juan Carlos Ferrero,31,269.6,68.1,67.4,53.3,78.5,4.0,1.7
2007,Carlos Moya,32,269.3,61.9,71.9,50.9,81.6,5.8,2.8
2007,Mikhail Youzhny,33,269.0,59.6,72.3,52.4,81.9,4.8,2.0
2007,Paul-Henri Mathieu,34,268.8,56.1,74.3,53.4,82.5,4.8,2.3
2007,Potito Starace,35,268.7,71.6,65.8,53.5,77.5,1.9,1.6
2007,Juan Monaco,36,268.4,65.4,67.8,55.5,78.4,3.2,1.9
2007,Juan Martin del Potro,37,268.1,62.2,70.5,52.7,79.0,6.4,2.7
2007,Arnaud Clement,38,268.0,56.0,75.4,51.8,81.9,5.6,2.7
2007,Marat Safin,39,268.0,58.1,72.7,52.0,80.2,8.2,3.2
2007,Florent Serra,40,267.0,62.8,70.4,51.4,79.8,4.7,2.1
2007,Benjamin Becker,41,266.6,52.0,76.2,51.3,82.0,8.2,3.1
2007,Hyung-Taik Lee,42,266.5,63.3,70.1,52.2,79.5,3.0,1.6
2007,David Ferrer,43,266.3,65.5,68.5,52.2,78.8,2.9,1.6
2007,Marcos Baghdatis,44,266.2,52.2,74.9,53.3,81.7,6.8,2.7
2007,Marc Gicquel,45,265.7,57.5,73.7,50.1,80.3,6.0,1.9
2007,Philipp Kohlschreiber,46,265.7,60.5,70.6,52.8,79.6,4.6,2.4
2007,Guillermo Canas,47,265.4,57.3,73.4,51.8,79.3,5.7,2.1
2007,Nikolay Davydenko,48,264.6,67.2,69.4,49.8,78.1,3.5,3.4
2007,Andy Murray,49,264.2,54.5,73.6,52.1,80.5,6.1,2.6
2007,David Nalbandian,50,263.9,58.1,72.0,51.1,80.4,5.6,3.3
2006,Ivo Karlovic,1,302.5,65.3,81.8,49.2,91.2,18.0,3.0
2006,Andy Roddick,2,300.8,66.9,78.7,55.0,90.4,11.2,1.4
2006,Roger Federer,3,294.2,62.7,76.7,58.9,90.2,6.9,1.2
2006,Ivan Ljubicic,4,289.6,60.2,79.1,52.6,88.3,11.9,2.5
2006,Rafael Nadal,5,286.3,69.2,71.6,57.2,86.4,3.5,1.6
2006,Mario Ancic,6,284.4,63.1,75.4,53.2,85.6,9.1,2.0
2006,Wesley Moodie,7,283.3,69.3,73.1,50.4,83.3,10.4,3.2
2006,Radek Stepanek,8,282.1,63.5,74.4,54.0,84.7,8.7,3.2
2006,Tommy Haas,9,279.9,60.6,75.9,54.3,85.2,7.1,3.2
2006,Max Mirnyi,10,279.1,62.3,75.8,51.3,83.7,9.7,3.7
2006,Luis Horna,11,277.0,65.9,70.7,53.6,84.0,5.2,2.4
2006,Robin Soderling,12,276.5,63.0,74.6,51.8,83.3,6.7,2.9
2006,Kristof Vliegen,13,275.5,64.0,72.7,51.7,82.1,7.2,2.2
2006,Marat Safin,14,275.2,60.8,73.1,52.5,82.3,8.3,1.8
2006,Richard Gasquet,15,274.5,63.2,73.4,52.5,82.9,4.8,2.3
2006,Nikolay Davydenko,16,273.7,68.7,69.7,53.9,80.3,3.2,2.1
2006,Nicolas Almagro,17,273.4,61.1,72.8,52.1,83.0,6.7,2.3
2006,Fernando Gonzalez,18,272.5,63.1,72.6,51.6,82.4,6.2,3.4
2006,Kenneth Carlsen,19,271.6,61.4,73.7,50.3,81.2,7.1,2.1
2006,Novak Djokovic,20,271.0,62.8,71.8,52.6,81.3,5.5,3.0
2006,Juan Carlos Ferrero,21,271.0,68.4,68.0,53.9,77.9,4.2,1.4
2006,Mardy Fish,22,270.9,51.5,77.5,52.8,82.7,9.5,3.1
2006,Tommy Robredo,23,270.9,69.3,68.0,52.4,79.8,3.2,1.8
2006,Paradorn Srichaphan,24,270.7,55.6,74.2,55.4,82.3,7.0,3.8
2006,Tomas Berdych,25,270.0,58.1,75.1,50.7,81.5,7.4,2.8
2006,Nicolas Mahut,26,269.6,62.3,71.9,49.9,81.0,7.9,3.4
2006,Fernando Verdasco,27,269.0,72.8,68.4,49.6,78.1,3.9,3.8
2006,Carlos Moya,28,268.6,58.6,73.5,51.3,81.5,6.2,2.5
2006,Hyung-Taik Lee,29,268.4,67.0,68.8,53.1,77.4,3.7,1.6
2006,Agustin Calleri,30,268.3,57.0,75.6,50.6,81.1,7.0,3.0
2006,Feliciano Lopez,31,268.2,58.3,75.4,48.4,79.9,9.8,3.6
2006,Robby Ginepri,32,267.9,65.1,69.1,51.9,77.7,5.7,1.6
2006,Jose Acasuso,33,267.1,53.1,74.5,53.7,81.1,6.7,2.0
2006,Xavier Malisse,34,266.8,57.9,73.4,51.4,79.5,6.4,1.8
2006,Jarkko Nieminen,35,265.9,62.7,69.6,51.7,79.9,3.8,1.8
2006,Tim Henman,36,265.5,61.4,70.9,51.0,79.8,4.7,2.3
2006,James Blake,37,265.3,57.7,72.2,52.2,79.7,6.2,2.7
2006,Gilles Muller,38,265.3,61.1,72.5,47.7,78.7,9.1,3.8
2006,Daniele Bracciali,39,264.2,51.9,74.7,51.4,81.0,8.2,3.0
2006,Arnaud Clement,40,263.6,58.1,71.0,53.0,78.3,5.0,1.8
2006,Nicolas Massu,41,263.1,58.8,70.2,52.9,79.1,4.6,2.5
2006,Dmitry Tursunov,42,263.0,54.9,74.0,50.2,78.9,8.8,3.8
2006,David Nalbandian,43,262.2,61.2,67.7,54.5,78.9,3.1,3.2
2006,Stan Wawrinka,44,261.2,55.8,72.1,51.5,79.7,6.0,3.9
2006,Florian Mayer,45,260.8,61.7,70.8,48.9,76.6,4.5,1.7
2006,Philipp Kohlschreiber,46,259.9,56.3,71.3,52.3,77.1,5.3,2.4
2006,Paul-Henri Mathieu,47,259.9,58.0,69.9,52.8,77.6,4.2,2.6
2006,Olivier Rochus,48,259.8,63.4,66.9,53.4,77.0,1.8,2.7
2006,Julien Benneteau,49,259.7,67.6,66.9,48.1,74.8,5.4,3.1
2006,Marcos Baghdatis,50,259.7,53.1,74.2,50.0,78.3,7.4,3.3
2005,Andy Roddick,1,306.9,65.8,81.5,55.8,92.5,13.2,1.9
2005,Ivo Karlovic,2,303.5,63.9,83.0,51.7,90.6,18.7,4.4
2005,Roger Federer,3,292.3,62.9,76.3,58.6,89.2,7.1,1.8
2005,Wayne Arthurs,4,292.1,55.5,81.8,55.3,89.4,15.2,5.1
2005,Ivan Ljubicic,5,290.7,61.8,76.0,54.8,87.8,12.5,2.2
2005,Joachim Johansson,6,287.9,60.8,77.0,54.1,87.1,13.5,4.6
2005,Max Mirnyi,7,287.3,63.7,78.8,50.4,85.8,12.1,3.5
2005,Mario Ancic,8,286.0,61.4,79.0,50.7,86.4,11.3,2.8
2005,Rafael Nadal,9,282.5,69.2,70.5,57.3,84.5,2.5,1.5
2005,Thomas Johansson,10,280.1,56.5,76.5,55.0,85.3,8.7,1.9
2005,Fernando Gonzalez,11,278.0,58.9,76.7,53.8,85.8,7.1,4.3
2005,Lleyton Hewitt,12,278.0,55.9,78.2,53.1,85.4,9.2,3.8
2005,Greg Rusedski,13,277.6,57.3,77.5,53.0,86.0,9.6,5.8
2005,Andre Agassi,14,277.1,59.6,74.8,54.3,84.8,6.2,2.6
2005,Richard Gasquet,15,277.0,63.9,72.8,54.7,83.5,4.6,2.5
2005,Radek Stepanek,16,276.6,64.1,73.8,51.2,83.0,7.5,3.0
2005,Robby Ginepri,17,276.4,62.8,71.4,54.7,82.7,6.6,1.8
2005,Marat Safin,18,276.0,58.5,75.2,52.5,82.9,8.8,1.9
2005,Victor Hanescu,19,275.7,68.9,69.0,53.1,80.6,5.5,1.4
2005,Feliciano Lopez,20,275.0,59.4,76.0,51.1,83.2,8.6,3.3
2005,Mariano Puerta,21,273.7,66.9,70.0,54.0,80.0,4.6,1.8
2005,James Blake,22,271.7,58.5,73.8,52.6,82.6,6.6,2.4
2005,Fernando Verdasco,23,271.3,64.9,71.7,51.1,80.7,6.6,3.7
2005,Xavier Malisse,24,271.2,58.2,73.5,52.0,81.3,8.2,2.0
2005,Juan Carlos Ferrero,25,270.4,66.6,68.2,54.5,79.7,3.1,1.7
2005,Gilles Muller,26,270.3,60.6,73.4,50.0,80.7,9.2,3.6
2005,Luis Horna,27,268.7,64.9,71.6,48.5,79.4,7.4,3.1
2005,Tomas Berdych,28,268.2,57.4,74.8,50.1,81.0,7.5,2.6
2005,Tim Henman,29,267.9,61.6,73.0,51.3,80.9,4.4,3.3
2005,Jose Acasuso,30,267.6,54.5,75.1,51.7,81.3,7.6,2.6
2005,Nikolay Davydenko,31,266.7,67.2,67.4,53.1,78.0,3.3,2.3
2005,Sebastien Grosjean,32,266.2,55.7,72.7,52.8,80.4,6.4,1.8
2005,Robin Soderling,33,265.7,60.2,73.4,48.0,78.8,9.2,3.9
2005,Tommy Haas,34,265.6,57.2,73.7,52.2,79.5,6.5,3.5
2005,Taylor Dent,35,265.5,54.8,77.9,49.5,81.8,8.1,6.6
2005,Michael Llodra,36,265.4,64.3,69.9,51.0,77.1,5.4,2.3
2005,Carlos Moya,37,265.2,60.2,72.2,50.3,80.0,5.1,2.6
2005,Kenneth Carlsen,38,263.2,61.0,72.9,47.2,78.7,6.1,2.7
2005,Igor Andreev,39,263.0,61.9,69.1,52.0,77.9,4.2,2.1
2005,Cyril Saulnier,40,262.8,58.8,71.9,50.3,77.4,6.8,2.4
2005,Andrei Pavel,41,262.4,64.6,69.9,46.4,75.9,7.4,1.8
2005,Olivier Rochus,42,262.0,61.3,69.1,53.4,78.9,2.0,2.7
2005,Nicolas Almagro,43,261.5,61.9,69.3,49.1,78.0,6.1,2.9
2005,Paradorn Srichaphan,44,261.2,58.8,71.6,49.8,77.9,6.1,3.0
2005,Guillermo Canas,45,260.8,58.9,70.0,52.4,78.7,3.3,2.5
2005,Dmitry Tursunov,46,260.1,54.7,76.5,46.9,78.7,9.0,5.7
2005,Nicolas Kiefer,47,260.0,53.4,74.2,50.1,78.5,7.5,3.7
2005,Davide Sanguinetti,48,259.5,57.6,71.0,50.1,77.0,5.4,1.6
2005,Potito Starace,49,259.5,73.3,63.8,49.3,72.4,2.5,1.8
2005,Dominik Hrbaty,50,259.4,58.9,70.6,50.7,77.7,5.1,3.6
2004,Ivo Karlovic,1,302.1,62.0,82.2,51.8,90.4,21.1,5.4
2004,Andy Roddick,2,300.6,63.0,80.5,55.9,90.9,12.6,2.3
2004,Joachim Johansson,3,300.5,63.2,80.5,53.8,91.9,15.8,4.7
2004,Roger Federer,4,294.5,61.6,78.2,57.6,91.6,7.6,2.1
2004,Max Mirnyi,5,286.5,64.6,76.6,51.3,86.7,11.1,3.8
2004,Ivan Ljubicic,6,285.9,60.1,76.9,53.9,85.9,11.4,2.3
2004,Andre Agassi,7,285.2,60.2,76.2,56.0,88.1,7.0,2.3
2004,Greg Rusedski,8,284.4,60.1,78.1,53.7,86.9,11.2,5.6
2004,Martin Verkerk,9,283.3,61.4,76.9,51.1,85.4,12.9,4.4
2004,Wayne Arthurs,10,283.1,56.3,78.4,52.4,86.7,14.8,5.5
2004,Michael Llodra,11,282.9,64.6,74.7,53.6,86.1,6.2,2.3
2004,Marat Safin,12,281.3,56.0,76.4,55.3,85.9,9.8,2.1
2004,Mario Ancic,13,278.4,61.9,74.5,52.8,82.9,9.5,3.2
2004,Carlos Moya,14,277.6,56.5,76.3,55.0,85.3,7.2,2.7
2004,Feliciano Lopez,15,276.4,56.8,76.6,51.9,84.7,10.0,3.6
2004,Cyril Saulnier,16,274.4,55.3,75.3,54.3,84.0,8.6,3.1
2004,Mardy Fish,17,273.9,55.0,76.9,50.9,84.1,11.1,4.1
2004,Andrei Pavel,18,273.2,64.3,71.1,52.2,81.7,5.7,1.8
2004,Tim Henman,19,273.1,59.2,74.2,54.2,83.5,6.1,4.1
2004,Raemon Sluiter,20,273.1,60.2,75.5,50.4,81.4,8.4,2.8
2004,Fernando Verdasco,21,273.0,65.6,69.7,54.5,81.6,4.8,3.2
2004,Juan Carlos Ferrero,22,272.7,62.6,70.5,54.4,82.0,5.8,2.6
2004,Sjeng Schalken,23,272.3,73.9,66.2,54.2,77.3,2.5,1.8
2004,Thomas Johansson,24,272.0,55.2,76.5,51.6,81.5,9.3,2.1
2004,Gregory Carraz,25,271.5,61.9,75.7,47.0,82.9,10.1,6.1
2004,Dominik Hrbaty,26,270.9,64.0,71.5,53.1,80.7,4.5,2.9
2004,Antony Dupuis,27,270.7,59.4,73.4,51.9,80.9,7.5,2.4
2004,Victor Hanescu,28,270.3,67.1,69.1,50.1,79.8,6.5,2.3
2004,Robin Soderling,29,269.9,61.2,73.0,50.3,81.1,7.0,2.7
2004,Jan-Michael Gambill,30,269.3,58.7,76.2,46.4,79.4,11.7,3.1
2004,Kenneth Carlsen,31,269.0,60.9,73.5,49.9,80.3,7.5,3.1
2004,Sebastien Grosjean,32,268.9,51.6,76.7,53.0,82.8,6.8,2.0
2004,Luis Horna,33,268.5,67.2,70.1,49.7,79.5,4.5,2.5
2004,Tommy Haas,34,268.3,57.8,74.6,51.5,82.1,5.7,3.4
2004,Lleyton Hewitt,35,268.0,54.5,75.2,53.4,82.3,6.2,3.6
2004,Paradorn Srichaphan,36,267.5,59.6,72.9,51.1,80.7,6.2,3.0
2004,Fernando Gonzalez,37,267.3,59.8,74.3,50.4,80.5,6.1,3.8
2004,Rafael Nadal,38,266.6,69.9,66.6,53.9,76.9,1.3,2.0
2004,Radek Stepanek,39,265.8,62.1,73.1,48.2,79.7,6.3,3.6
2004,Guillermo Coria,40,265.7,67.4,68.8,51.7,78.0,2.5,2.7
2004,Jiri Novak,41,265.3,64.3,70.6,49.5,78.3,4.4,1.8
2004,Mariano Zabaleta,42,265.3,61.8,70.4,53.1,79.1,3.8,2.9
2004,Guillermo Canas,43,265.1,58.9,72.1,53.0,79.7,4.8,3.4
2004,Agustin Calleri,44,265.0,56.5,73.8,50.3,80.2,7.5,3.3
2004,Hicham Arazi,45,263.6,62.2,68.2,52.5,78.3,4.3,1.9
2004,Gustavo Kuerten,46,263.6,55.4,73.6,50.2,79.0,8.2,2.8
2004,Nicolas Kiefer,47,262.6,54.6,77.2,47.9,79.4,7.3,3.8
2004,Nikolay Davydenko,48,262.3,66.5,69.1,49.1,77.0,3.3,2.7
2004,Tommy Robredo,49,262.1,60.0,71.1,50.8,79.0,4.3,3.1
2004,Florian Mayer,50,261.5,60.8,69.2,52.2,77.3,4.6,2.6
2003,Andy Roddick,1,300.0,61.7,80.1,57.9,91.4,11.1,2.2
2003,Max Mirnyi,2,287.0,63.7,77.0,53.3,87.3,9.0,3.3
2003,Wayne Arthurs,3,285.3,57.1,79.6,53.5,85.4,14.3,4.6
2003,Younes El Aynaoui,4,284.8,66.2,74.8,50.3,85.9,10.4,2.8
2003,Roger Federer,5,284.4,59.4,77.0,55.9,87.3,7.8,3.0
2003,Ivan Ljubicic,6,282.1,55.7,78.5,52.4,85.8,13.0,3.3
2003,Mark Philippoussis,7,281.8,57.0,80.0,50.2,84.8,14.7,4.9
2003,Andre Agassi,8,280.2,62.2,74.1,55.2,85.6,5.5,2.4
2003,Mardy Fish,9,276.8,53.3,79.9,51.2,85.3,11.0,3.9
2003,Martin Verkerk,10,276.5,58.3,77.4,49.8,82.7,14.1,5.8
2003,Guillermo Coria,11,274.5,66.4,69.2,55.9,82.0,2.8,1.8
2003,Gustavo Kuerten,12,274.2,55.5,76.2,52.2,83.8,8.5,2.0
2003,Juan Carlos Ferrero,13,273.8,60.0,72.8,55.0,83.3,5.6,2.9
2003,Feliciano Lopez,14,273.8,58.0,74.6,52.9,83.4,8.4,3.5
2003,Robby Ginepri,15,272.7,60.8,71.4,53.7,82.3,7.6,3.1
2003,Taylor Dent,16,271.7,55.7,78.0,52.1,83.7,8.5,6.3
2003,Antony Dupuis,17,271.4,58.4,73.3,52.6,81.2,8.6,2.7
2003,Sjeng Schalken,18,270.0,67.6,68.3,54.8,78.6,2.7,2.0
2003,Sebastien Grosjean,19,269.3,52.4,74.7,54.6,82.4,6.9,1.7
2003,Carlos Moya,20,268.9,54.9,74.8,52.8,83.1,6.5,3.2
2003,Fernando Gonzalez,21,268.3,59.9,73.3,51.6,81.3,7.2,5.0
2003,Wayne Ferreira,22,268.2,57.4,73.4,51.0,81.4,7.5,2.5
2003,Radek Stepanek,23,268.0,61.4,73.1,49.7,79.8,7.0,3.0
2003,Paradorn Srichaphan,24,267.8,55.7,75.3,52.9,80.9,6.4,3.4
2003,Raemon Sluiter,25,266.9,61.1,71.4,51.0,79.7,7.0,3.3
2003,Jonas Bjorkman,26,266.5,57.8,73.8,51.0,81.3,5.5,2.9
2003,Jan-Michael Gambill,27,265.7,56.5,75.3,47.8,79.2,10.0,3.1
2003,Jiri Novak,28,265.0,65.4,68.8,51.3,78.1,3.7,2.3
2003,Albert Costa,29,264.6,60.9,70.3,51.3,78.7,6.1,2.7
2003,Kenneth Carlsen,30,264.5,58.6,73.2,49.6,77.7,8.3,2.9
2003,Lleyton Hewitt,31,263.7,51.6,75.2,53.5,81.2,6.2,4.0
2003,Tim Henman,32,262.8,58.9,72.6,50.9,79.3,4.8,3.7
2003,Mario Ancic,33,262.1,58.1,71.9,49.9,78.1,8.4,4.3
2003,Jarkko Nieminen,34,261.3,67.8,66.1,50.8,75.2,3.1,1.7
2003,Rainer Schuettler,35,261.0,60.0,69.8,52.8,77.6,3.5,2.7
2003,Hicham Arazi,36,260.6,59.8,69.7,52.8,76.8,3.0,1.5
2003,Dominik Hrbaty,37,260.5,60.0,71.2,50.5,77.3,4.5,3.0
2003,Tommy Robredo,38,260.5,68.8,66.3,50.3,75.3,2.7,2.9
2003,Nicolas Lapentti,39,260.2,61.7,68.9,50.2,76.7,4.9,2.2
2003,Sargis Sargsian,40,259.9,61.6,69.4,50.9,77.3,4.1,3.4
2003,Nicolas Massu,41,259.5,60.6,69.9,50.3,77.5,4.2,3.0
2003,Arnaud Clement,42,259.3,56.0,71.9,51.0,77.3,5.4,2.3
2003,Hyung-Taik Lee,43,258.9,63.6,68.0,51.4,74.4,3.5,2.0
2003,Agustin Calleri,44,258.7,53.3,75.8,48.3,78.4,6.8,3.9
2003,Xavier Malisse,45,258.4,52.3,74.1,51.2,75.5,8.5,3.2
2003,James Blake,46,258.3,60.4,70.5,49.6,75.7,5.0,2.9
2003,Luis Horna,47,258.2,66.8,67.7,47.8,75.5,3.5,3.1
2003,Thomas Enqvist,48,257.9,54.1,75.1,48.3,77.3,8.2,5.1
2003,Nikolay Davydenko,49,256.7,66.7,64.3,52.3,72.8,2.9,2.3
2003,Mariano Zabaleta,50,256.2,60.0,68.8,51.3,75.7,3.1,2.7
2002,Wayne Arthurs,1,294.5,57.5,81.5,53.7,90.0,17.1,5.3
2002,Greg Rusedski,2,291.7,60.4,80.2,54.8,88.5,11.9,4.1
2002,Andy Roddick,3,288.0,61.1,78.6,54.1,87.6,9.2,2.6
2002,Pete Sampras,4,286.1,58.9,78.6,52.3,87.2,14.5,5.4
2002,Andre Agassi,5,282.4,62.5,74.6,55.5,86.7,5.8,2.7
2002,Ivan Ljubicic,6,279.9,56.8,77.2,51.7,84.1,13.5,3.4
2002,Younes El Aynaoui,7,279.8,63.5,74.3,52.9,83.6,8.5,3.0
2002,Roger Federer,8,278.7,59.9,75.5,53.6,85.7,6.6,2.6
2002,Max Mirnyi,9,278.0,63.8,74.0,51.9,82.8,8.5,3.0
2002,Gustavo Kuerten,10,277.8,56.4,76.5,52.7,85.0,8.9,1.7
2002,Todd Martin,11,277.0,61.2,75.8,50.4,83.8,9.7,3.9
2002,Jan-Michael Gambill,12,273.7,55.3,77.1,50.8,82.2,11.3,3.0
2002,Marat Safin,13,273.7,57.7,74.5,52.3,83.0,8.3,2.1
2002,Feliciano Lopez,14,271.7,59.4,74.8,49.4,82.5,9.9,4.3
2002,Jiri Novak,15,270.8,66.1,69.3,52.8,80.4,4.0,1.8
2002,Carlos Moya,16,270.5,60.2,73.8,51.6,82.5,4.8,2.4
