Unnamed: 0,Player,Serve Rating,% 1st Serve,% 1st Serve Points Won,% 2st Serve Points Won,% Service Games Won,Avg. Aces/ Match,Avg. Double Faults/Match,Year,Board_Type,Return Rating,% 1st Serve Return Points Won,% 2nd Serve Return Points Won,% Return Games Won,% Break Points Converted
45,Miomir Kecmanovic,,,,,,,,2019,return,136.4,24.9%,52.1%,20.1%,39.3%
46,Andreas Seppi,,,,,,,,2019,return,136.3,27.2%,50.1%,19.1%,39.9%
47,Felix Auger-Aliassime,,,,,,,,2019,return,136.0,28.1%,48.1%,19.3%,40.5%
48,Damir Dzumhur,,,,,,,,2019,return,136.0,28.5%,51.7%,21.6%,34.2%
49,Karen Khachanov,,,,,,,,2019,return,135.6,28.1%,48.7%,19.6%,39.2%
50,Juan Ignacio Londero,,,,,,,,2019,return,135.3,28.3%,49.8%,20.7%,36.5%
1,Rafael Nadal,,,,,,,,2018,return,174.4,35.7%,56.6%,36.5%,45.6%
2,David Goffin,,,,,,,,2018,return,163.1,32.5%,54.1%,30.5%,46.0%
3,Diego Schwartzman,,,,,,,,2018,return,159.9,32.0%,55.8%,30.7%,41.4%
4,Fabio Fognini,,,,,,,,2018,return,159.7,32.3%,53.4%,29.4%,44.6%
5,Novak Djokovic,,,,,,,,2018,return,159.1,34.4%,54.5%,30.3%,39.9%
6,Hyeon Chung,,,,,,,,2018,return,157.8,32.0%,53.7%,28.2%,43.9%
7,Gilles Simon,,,,,,,,2018,return,156.6,32.0%,54.3%,28.4%,41.9%
8,Alexander Zverev,,,,,,,,2018,return,154.3,32.4%,52.2%,27.6%,42.1%
9,Pablo Carreno Busta,,,,,,,,2018,return,152.3,28.9%,53.0%,26.2%,44.2%
10,Richard Gasquet,,,,,,,,2018,return,152.3,31.2%,50.9%,27.0%,43.2%
11,Damir Dzumhur,,,,,,,,2018,return,152.0,32.6%,50.0%,26.2%,43.2%
12,Roberto Bautista Agut,,,,,,,,2018,return,151.9,30.0%,54.1%,26.0%,41.8%
13,Borna Coric,,,,,,,,2018,return,150.3,29.5%,51.5%,26.1%,43.2%
14,Marton Fucsovics,,,,,,,,2018,return,150.0,31.2%,51.9%,26.8%,40.1%
15,Fernando Verdasco,,,,,,,,2018,return,149.0,31.3%,51.7%,24.8%,41.2%
16,Kei Nishikori,,,,,,,,2018,return,148.8,29.6%,52.1%,24.5%,42.6%
17,Juan Martin del Potro,,,,,,,,2018,return,147.5,30.5%,52.8%,25.2%,39.0%
18,Gael Monfils,,,,,,,,2018,return,147.0,30.6%,46.9%,23.1%,46.4%
19,John Millman,,,,,,,,2018,return,147.0,29.8%,51.4%,24.6%,41.2%
20,Dominic Thiem,,,,,,,,2018,return,146.4,31.3%,51.4%,24.4%,39.3%
21,Roger Federer,,,,,,,,2018,return,146.2,32.1%,48.3%,23.9%,41.9%
22,Dusan Lajovic,,,,,,,,2018,return,144.8,29.6%,50.6%,23.0%,41.6%
23,Benoit Paire,,,,,,,,2018,return,144.7,31.5%,48.7%,23.9%,40.6%
24,Karen Khachanov,,,,,,,,2018,return,144.5,28.5%,51.4%,23.0%,41.6%
25,Miomir Kecmanovic,,,,,,,,2018,return,144.3,14.9%,53.2%,9.5%,66.7%
26,Alex de Minaur,,,,,,,,2018,return,143.4,27.7%,53.3%,23.8%,38.6%
27,Andrey Rublev,,,,,,,,2018,return,143.0,29.8%,52.8%,23.7%,36.7%
28,Filip Krajinovic,,,,,,,,2018,return,141.4,27.4%,53.7%,24.2%,36.1%
29,Daniil Medvedev,,,,,,,,2018,return,141.2,28.1%,51.4%,23.1%,38.6%
30,Radu Albot,,,,,,,,2018,return,141.0,29.0%,52.4%,22.6%,37.0%
31,Andreas Seppi,,,,,,,,2018,return,141.0,28.7%,49.1%,22.8%,40.4%
32,Adrian Mannarino,,,,,,,,2018,return,140.8,27.5%,48.4%,19.3%,45.6%
33,Sebastian Korda,,,,,,,,2018,return,140.4,21.6%,54.5%,21.4%,42.9%
34,Kyle Edmund,,,,,,,,2018,return,140.2,28.1%,51.1%,22.0%,39.0%
35,Guido Pella,,,,,,,,2018,return,140.2,28.1%,52.6%,21.9%,37.6%
36,Mikhail Kukushkin,,,,,,,,2018,return,139.9,27.7%,52.3%,21.7%,38.2%
37,Felix Auger-Aliassime,,,,,,,,2018,return,139.2,31.7%,48.4%,20.8%,38.3%
38,Marin Cilic,,,,,,,,2018,return,139.2,29.9%,50.5%,22.8%,36.0%
39,Casper Ruud,,,,,,,,2018,return,139.1,25.8%,51.8%,20.5%,41.0%
40,Cameron Norrie,,,,,,,,2018,return,139.0,29.2%,48.0%,21.1%,40.7%
41,Marcos Giron,,,,,,,,2018,return,138.5,27.1%,54.3%,23.8%,33.3%
42,Robin Haase,,,,,,,,2018,return,138.4,26.4%,49.1%,21.2%,41.7%
43,Joao Sousa,,,,,,,,2018,return,138.1,31.3%,47.9%,22.7%,36.2%
44,Jan-Lennard Struff,,,,,,,,2018,return,137.9,25.9%,48.4%,18.9%,44.7%
45,Malek Jaziri,,,,,,,,2018,return,137.5,26.2%,50.2%,19.9%,41.2%
46,Roberto Carballes Baena,,,,,,,,2018,return,137.0,26.9%,50.1%,19.8%,40.2%
47,Stefanos Tsitsipas,,,,,,,,2018,return,136.5,26.9%,49.4%,19.7%,40.5%
48,Jared Donaldson,,,,,,,,2018,return,135.8,26.7%,49.1%,20.3%,39.7%
49,Philipp Kohlschreiber,,,,,,,,2018,return,135.8,27.8%,48.9%,19.6%,39.5%
50,Matthew Ebden,,,,,,,,2018,return,135.7,27.4%,47.6%,19.6%,41.1%
1,Diego Schwartzman,,,,,,,,2017,return,168.7,34.3%,56.1%,34.8%,43.5%
2,Andy Murray,,,,,,,,2017,return,168.6,34.7%,53.9%,32.2%,47.8%
3,Rafael Nadal,,,,,,,,2017,return,164.3,34.6%,55.6%,32.7%,41.4%
4,Novak Djokovic,,,,,,,,2017,return,164.0,33.5%,55.3%,30.6%,44.6%
5,Damir Dzumhur,,,,,,,,2017,return,162.2,32.7%,51.2%,30.4%,47.9%
6,Roberto Bautista Agut,,,,,,,,2017,return,159.4,32.4%,54.1%,30.4%,42.5%
7,Kei Nishikori,,,,,,,,2017,return,157.3,31.4%,54.4%,28.6%,42.9%
8,Hyeon Chung,,,,,,,,2017,return,154.6,32.1%,53.4%,27.9%,41.2%
9,Pablo Carreno Busta,,,,,,,,2017,return,152.9,29.4%,53.0%,27.2%,43.3%
10,David Goffin,,,,,,,,2017,return,151.9,30.1%,53.9%,26.7%,41.2%
11,Adrian Mannarino,,,,,,,,2017,return,151.6,30.3%,51.3%,26.0%,44.0%
12,Alexandre Muller,,,,,,,,2017,return,151.0,28.0%,50.0%,29.2%,43.8%
13,Roger Federer,,,,,,,,2017,return,150.9,32.4%,51.5%,26.7%,40.3%
14,Richard Gasquet,,,,,,,,2017,return,150.6,29.6%,54.1%,26.0%,40.9%
15,Andrey Rublev,,,,,,,,2017,return,150.0,29.4%,53.4%,24.4%,42.8%
16,Steve Darcis,,,,,,,,2017,return,149.6,31.0%,48.3%,23.9%,46.4%
17,Fernando Verdasco,,,,,,,,2017,return,149.5,30.5%,52.5%,25.1%,41.4%
18,Gael Monfils,,,,,,,,2017,return,148.6,32.8%,48.8%,25.8%,41.2%
19,Gilles Simon,,,,,,,,2017,return,148.0,30.4%,50.6%,24.1%,42.9%
20,Yuichi Sugita,,,,,,,,2017,return,147.6,28.9%,51.5%,23.9%,43.3%
21,Alexander Zverev,,,,,,,,2017,return,147.3,28.4%,50.7%,23.2%,45.0%
22,Benoit Paire,,,,,,,,2017,return,147.2,32.7%,47.6%,24.1%,42.8%
23,Fabio Fognini,,,,,,,,2017,return,146.3,31.2%,50.1%,26.0%,39.0%
24,Dominic Thiem,,,,,,,,2017,return,146.3,31.3%,49.6%,25.2%,40.2%
25,David Ferrer,,,,,,,,2017,return,145.8,31.4%,51.3%,25.4%,37.7%
26,Jo-Wilfried Tsonga,,,,,,,,2017,return,144.3,30.2%,50.4%,23.3%,40.4%
27,Marin Cilic,,,,,,,,2017,return,144.1,30.9%,51.4%,23.6%,38.2%
28,Philipp Kohlschreiber,,,,,,,,2017,return,144.1,29.1%,50.8%,23.0%,41.2%
29,Grigor Dimitrov,,,,,,,,2017,return,143.9,29.8%,52.0%,23.7%,38.4%
30,Carlos Berlocq,,,,,,,,2017,return,142.5,29.1%,49.3%,21.9%,42.2%
31,Jordan Thompson,,,,,,,,2017,return,142.4,30.1%,48.0%,23.1%,41.2%
32,Albert Ramos-Vinolas,,,,,,,,2017,return,142.0,29.6%,50.4%,23.1%,38.9%
33,Sam Querrey,,,,,,,,2017,return,141.8,28.5%,48.7%,21.5%,43.1%
34,Lucas Pouille,,,,,,,,2017,return,140.8,26.5%,51.6%,21.5%,41.2%
35,Stan Wawrinka,,,,,,,,2017,return,140.5,28.8%,49.3%,22.3%,40.1%
36,Andreas Seppi,,,,,,,,2017,return,140.3,28.1%,48.6%,21.1%,42.5%
37,Jiri Vesely,,,,,,,,2017,return,140.2,27.8%,47.6%,21.0%,43.8%
38,Kyle Edmund,,,,,,,,2017,return,140.0,27.1%,51.5%,22.0%,39.4%
39,Guido Pella,,,,,,,,2017,return,139.9,28.2%,51.2%,21.7%,38.8%
40,Thomaz Bellucci,,,,,,,,2017,return,139.2,27.9%,50.8%,20.8%,39.7%
41,Nikoloz Basilashvili,,,,,,,,2017,return,138.9,29.2%,49.7%,22.8%,37.2%
42,Tomas Berdych,,,,,,,,2017,return,138.6,25.1%,51.1%,19.8%,42.6%
43,Robin Haase,,,,,,,,2017,return,137.8,29.2%,50.2%,21.8%,36.6%
44,Juan Martin del Potro,,,,,,,,2017,return,137.4,28.0%,49.9%,21.0%,38.5%
45,Pablo Cuevas,,,,,,,,2017,return,137.3,29.2%,47.7%,20.2%,40.2%
46,Joao Sousa,,,,,,,,2017,return,136.7,28.9%,47.8%,20.8%,39.2%
47,Mikhail Youzhny,,,,,,,,2017,return,135.8,27.8%,48.0%,20.1%,39.9%
48,Aljaz Bedene,,,,,,,,2017,return,135.6,28.9%,48.5%,20.6%,37.6%
49,Jared Donaldson,,,,,,,,2017,return,135.5,27.2%,50.1%,21.2%,37.0%
50,Alexandr Dolgopolov,,,,,,,,2017,return,135.4,27.3%,48.8%,19.6%,39.7%
1,Rafael Nadal,,,,,,,,2016,return,177.9,35.5%,56.1%,40.8%,45.5%
2,Andy Murray,,,,,,,,2016,return,172.2,33.8%,56.4%,36.7%,45.3%
3,Novak Djokovic,,,,,,,,2016,return,171.2,34.7%,58.5%,34.5%,43.5%
4,Diego Schwartzman,,,,,,,,2016,return,161.6,32.2%,53.2%,29.6%,46.6%
5,David Goffin,,,,,,,,2016,return,160.8,31.9%,54.5%,31.0%,43.4%
6,Gael Monfils,,,,,,,,2016,return,159.7,31.6%,51.8%,30.5%,45.8%
7,Fabio Fognini,,,,,,,,2016,return,159.1,30.0%,52.6%,31.1%,45.4%
8,Kei Nishikori,,,,,,,,2016,return,158.1,30.6%,54.3%,30.2%,43.0%
9,Richard Gasquet,,,,,,,,2016,return,157.3,32.1%,52.4%,29.2%,43.6%
10,Gilles Simon,,,,,,,,2016,return,156.2,31.6%,52.2%,28.7%,43.7%
11,David Ferrer,,,,,,,,2016,return,155.4,31.6%,53.4%,29.1%,41.3%
12,Pablo Carreno Busta,,,,,,,,2016,return,155.2,30.2%,52.4%,27.0%,45.6%
13,Damir Dzumhur,,,,,,,,2016,return,154.7,31.7%,50.3%,28.0%,44.7%
14,Juan Monaco,,,,,,,,2016,return,154.2,31.8%,53.2%,29.7%,39.5%
15,Roberto Bautista Agut,,,,,,,,2016,return,152.6,30.6%,52.6%,28.0%,41.4%
16,Daniil Medvedev,,,,,,,,2016,return,152.1,34.7%,51.1%,31.1%,35.2%
17,Paolo Lorenzi,,,,,,,,2016,return,149.1,30.4%,49.9%,25.4%,43.4%
18,John Millman,,,,,,,,2016,return,147.9,29.1%,48.9%,24.7%,45.2%
19,Alexander Zverev,,,,,,,,2016,return,147.3,30.1%,50.0%,24.7%,42.5%
20,Lorenzo Sonego,,,,,,,,2016,return,146.7,27.0%,62.9%,23.5%,33.3%
21,Juan Martin del Potro,,,,,,,,2016,return,146.6,28.9%,50.6%,28.9%,38.2%
22,Stephane Robert,,,,,,,,2016,return,146.4,31.3%,50.6%,24.4%,40.1%
23,Albert Ramos-Vinolas,,,,,,,,2016,return,146.3,30.5%,50.0%,24.7%,41.1%
24,Federico Delbonis,,,,,,,,2016,return,145.2,28.5%,51.7%,23.1%,41.9%
25,Tommy Paul,,,,,,,,2016,return,144.4,23.6%,53.4%,22.2%,45.2%
26,Benoit Paire,,,,,,,,2016,return,144.1,31.1%,48.2%,24.8%,40.0%
27,Adrian Mannarino,,,,,,,,2016,return,143.8,29.1%,50.0%,24.0%,40.7%
28,Thomaz Bellucci,,,,,,,,2016,return,143.7,30.3%,49.3%,24.5%,39.6%
29,Dominic Thiem,,,,,,,,2016,return,143.7,30.7%,49.6%,23.8%,39.6%
30,Marcos Baghdatis,,,,,,,,2016,return,143.0,28.5%,50.4%,22.5%,41.6%
31,Karen Khachanov,,,,,,,,2016,return,143.0,29.6%,48.5%,22.2%,42.7%
32,Jeremy Chardy,,,,,,,,2016,return,142.9,30.1%,49.9%,23.6%,39.3%
33,Andrey Kuznetsov,,,,,,,,2016,return,142.9,29.0%,50.6%,23.4%,39.9%
34,Mikhail Youzhny,,,,,,,,2016,return,142.4,27.9%,52.8%,24.0%,37.7%
35,Stan Wawrinka,,,,,,,,2016,return,142.2,29.4%,50.5%,23.4%,38.9%
36,Marcel Granollers,,,,,,,,2016,return,141.8,30.7%,48.2%,22.3%,40.6%
37,Nicolas Mahut,,,,,,,,2016,return,141.5,27.1%,48.1%,20.2%,46.1%
38,Philipp Kohlschreiber,,,,,,,,2016,return,141.3,30.2%,50.0%,23.9%,37.2%
39,Fernando Verdasco,,,,,,,,2016,return,141.1,31.2%,48.9%,23.2%,37.8%
40,Teymuraz Gabashvili,,,,,,,,2016,return,140.5,28.9%,48.3%,23.6%,39.7%
41,Tomas Berdych,,,,,,,,2016,return,139.8,28.6%,50.1%,21.9%,39.2%
42,Joao Sousa,,,,,,,,2016,return,139.8,29.0%,49.9%,22.9%,38.0%
43,Mikhail Kukushkin,,,,,,,,2016,return,139.6,27.6%,51.6%,21.8%,38.6%
44,Paul-Henri Mathieu,,,,,,,,2016,return,139.5,26.8%,50.5%,21.0%,41.2%
45,Kyle Edmund,,,,,,,,2016,return,139.2,26.9%,50.1%,22.7%,39.5%
46,Marin Cilic,,,,,,,,2016,return,138.8,28.5%,49.5%,23.0%,37.8%
47,Illya Marchenko,,,,,,,,2016,return,138.7,28.2%,46.1%,20.9%,43.5%
48,Grigor Dimitrov,,,,,,,,2016,return,137.8,31.1%,48.2%,21.7%,36.8%
49,Viktor Troicki,,,,,,,,2016,return,137.6,29.2%,49.1%,21.1%,38.2%
50,Donald Young,,,,,,,,2016,return,136.9,28.5%,49.6%,21.5%,37.3%
1,Novak Djokovic,,,,,,,,2015,return,169.2,33.6%,57.0%,34.4%,44.2%
2,David Ferrer,,,,,,,,2015,return,167.5,34.5%,55.2%,33.6%,44.2%
3,Gilles Simon,,,,,,,,2015,return,164.4,31.2%,55.4%,30.5%,47.3%
4,Andy Murray,,,,,,,,2015,return,163.9,32.7%,55.5%,31.1%,44.6%
5,Rafael Nadal,,,,,,,,2015,return,159.9,33.0%,53.4%,31.0%,42.5%
6,Juan Monaco,,,,,,,,2015,return,156.1,32.0%,52.4%,29.8%,41.9%
7,Tomas Berdych,,,,,,,,2015,return,155.8,29.8%,54.4%,25.7%,45.9%
8,Diego Schwartzman,,,,,,,,2015,return,153.4,30.8%,51.6%,27.2%,43.8%
9,Benoit Paire,,,,,,,,2015,return,152.8,32.6%,49.6%,25.3%,45.3%
10,Guillermo Garcia-Lopez,,,,,,,,2015,return,152.7,30.4%,52.3%,26.3%,43.7%
11,Fabio Fognini,,,,,,,,2015,return,151.7,31.7%,50.8%,27.4%,41.8%
12,Roger Federer,,,,,,,,2015,return,151.5,33.0%,50.3%,27.3%,40.9%
13,David Goffin,,,,,,,,2015,return,150.8,31.8%,52.6%,27.6%,38.8%
14,Kei Nishikori,,,,,,,,2015,return,150.2,30.2%,53.6%,26.6%,39.8%
15,Pablo Andujar,,,,,,,,2015,return,149.4,30.3%,52.6%,24.9%,41.6%
16,Philipp Kohlschreiber,,,,,,,,2015,return,148.6,30.2%,50.7%,25.0%,42.7%
17,Andreas Seppi,,,,,,,,2015,return,146.6,28.0%,53.0%,23.6%,42.0%
18,Roberto Bautista Agut,,,,,,,,2015,return,146.5,28.8%,50.8%,23.2%,43.7%
19,Marcos Baghdatis,,,,,,,,2015,return,145.3,28.2%,52.0%,23.3%,41.8%
20,Taylor Fritz,,,,,,,,2015,return,144.4,25.7%,55.2%,23.5%,40.0%
21,Alexandr Dolgopolov,,,,,,,,2015,return,143.9,29.6%,50.6%,22.3%,41.4%
22,Gael Monfils,,,,,,,,2015,return,143.4,30.6%,49.8%,22.3%,40.7%
23,Richard Gasquet,,,,,,,,2015,return,142.5,28.8%,50.4%,22.5%,40.8%
24,Pablo Cuevas,,,,,,,,2015,return,142.1,29.7%,47.2%,21.9%,43.3%
25,Tommy Robredo,,,,,,,,2015,return,142.0,29.6%,47.3%,23.0%,42.1%
26,Jack Sock,,,,,,,,2015,return,141.6,27.9%,46.8%,22.4%,44.5%
27,Federico Delbonis,,,,,,,,2015,return,141.3,29.3%,49.9%,21.7%,40.4%
28,Adrian Mannarino,,,,,,,,2015,return,141.3,28.8%,50.1%,23.1%,39.3%
29,Mikhail Kukushkin,,,,,,,,2015,return,141.1,25.7%,50.9%,21.0%,43.5%
30,Donald Young,,,,,,,,2015,return,140.8,28.2%,50.9%,23.3%,38.4%
31,Thomaz Bellucci,,,,,,,,2015,return,139.7,29.5%,50.9%,21.4%,37.9%
32,Joao Sousa,,,,,,,,2015,return,139.0,29.3%,49.3%,21.8%,38.6%
33,Pablo Carreno Busta,,,,,,,,2015,return,138.2,28.6%,49.9%,21.0%,38.7%
34,Yen-Hsun Lu,,,,,,,,2015,return,138.0,27.8%,49.9%,20.9%,39.4%
35,Viktor Troicki,,,,,,,,2015,return,137.7,28.8%,48.7%,21.0%,39.2%
36,Aljaz Bedene,,,,,,,,2015,return,137.2,26.1%,50.0%,19.9%,41.2%
37,Stan Wawrinka,,,,,,,,2015,return,137.2,28.3%,49.1%,21.4%,38.4%
38,Tommy Paul,,,,,,,,2015,return,136.8,26.2%,46.3%,21.4%,42.9%
39,Dusan Lajovic,,,,,,,,2015,return,136.5,27.7%,49.4%,22.0%,37.4%
40,Jiri Vesely,,,,,,,,2015,return,136.5,28.1%,47.1%,19.6%,41.7%
41,Grigor Dimitrov,,,,,,,,2015,return,136.4,29.1%,49.5%,21.0%,36.8%
42,Santiago Giraldo,,,,,,,,2015,return,136.0,28.2%,49.2%,21.6%,37.0%
43,Jeremy Chardy,,,,,,,,2015,return,135.7,26.7%,49.5%,19.1%,40.4%
44,Marcel Granollers,,,,,,,,2015,return,135.7,27.7%,48.2%,20.7%,39.1%
45,Denis Istomin,,,,,,,,2015,return,135.7,27.6%,49.6%,19.6%,38.9%
46,Jo-Wilfried Tsonga,,,,,,,,2015,return,135.2,29.3%,48.0%,20.4%,37.5%
47,Alexander Zverev,,,,,,,,2015,return,135.0,24.4%,48.5%,18.4%,43.7%
48,Marin Cilic,,,,,,,,2015,return,134.0,28.2%,49.8%,18.4%,37.6%
49,Bernard Tomic,,,,,,,,2015,return,133.4,25.1%,48.2%,20.1%,40.0%
50,Daniel Gimeno-Traver,,,,,,,,2015,return,133.2,28.5%,48.6%,20.3%,35.8%
1,Rafael Nadal,,,,,,,,2014,return,174.7,35.0%,56.3%,35.0%,48.4%
2,Novak Djokovic,,,,,,,,2014,return,169.1,32.8%,57.6%,33.3%,45.4%
3,David Ferrer,,,,,,,,2014,return,165.6,34.1%,55.7%,32.8%,43.0%
4,Andy Murray,,,,,,,,2014,return,164.1,33.4%,55.0%,31.9%,43.8%
5,Pablo Andujar,,,,,,,,2014,return,155.5,31.8%,53.0%,29.0%,41.7%
6,Juan Monaco,,,,,,,,2014,return,155.4,31.5%,52.5%,28.8%,42.6%
7,Lleyton Hewitt,,,,,,,,2014,return,154.0,29.9%,53.9%,26.7%,43.5%
8,Gilles Simon,,,,,,,,2014,return,154.0,30.5%,52.5%,25.8%,45.2%
9,Kei Nishikori,,,,,,,,2014,return,152.9,30.0%,53.4%,27.6%,41.9%
10,Carlos Berlocq,,,,,,,,2014,return,152.8,31.7%,52.2%,27.2%,41.7%
11,Roberto Bautista Agut,,,,,,,,2014,return,152.8,31.1%,52.5%,26.2%,43.0%
12,Fabio Fognini,,,,,,,,2014,return,152.5,31.6%,51.0%,27.3%,42.6%
13,Gael Monfils,,,,,,,,2014,return,150.5,33.5%,50.1%,27.1%,39.8%
14,Albert Ramos-Vinolas,,,,,,,,2014,return,150.4,31.0%,49.5%,24.5%,45.4%
15,Adrian Mannarino,,,,,,,,2014,return,150.2,28.8%,51.4%,25.2%,44.8%
16,David Goffin,,,,,,,,2014,return,149.4,29.1%,52.9%,26.6%,40.8%
17,Guillermo Garcia-Lopez,,,,,,,,2014,return,148.7,32.3%,50.3%,25.9%,40.2%
18,Roger Federer,,,,,,,,2014,return,148.5,32.1%,50.9%,26.1%,39.4%
19,Tomas Berdych,,,,,,,,2014,return,148.1,29.7%,53.7%,25.3%,39.4%
20,Martin Klizan,,,,,,,,2014,return,147.3,29.4%,52.0%,24.3%,41.6%
21,Dudi Sela,,,,,,,,2014,return,147.1,29.5%,51.5%,24.2%,41.9%
22,Teymuraz Gabashvili,,,,,,,,2014,return,145.8,29.2%,51.6%,23.8%,41.2%
23,Philipp Kohlschreiber,,,,,,,,2014,return,145.7,29.5%,50.0%,23.2%,43.0%
24,Mikhail Youzhny,,,,,,,,2014,return,144.3,30.2%,50.0%,24.2%,39.9%
25,Grigor Dimitrov,,,,,,,,2014,return,144.1,29.4%,50.2%,22.2%,42.3%
26,Santiago Giraldo,,,,,,,,2014,return,144.0,29.6%,49.1%,23.0%,42.3%
27,Radek Stepanek,,,,,,,,2014,return,143.8,29.8%,51.1%,23.1%,39.8%
28,Stan Wawrinka,,,,,,,,2014,return,143.6,29.0%,50.2%,22.4%,42.0%
29,Dmitry Tursunov,,,,,,,,2014,return,142.1,26.5%,49.2%,20.3%,46.1%
30,Pablo Carreno Busta,,,,,,,,2014,return,141.4,28.5%,50.0%,22.0%,40.9%
31,Marcel Granollers,,,,,,,,2014,return,141.3,29.4%,49.0%,22.5%,40.4%
32,Alexandr Dolgopolov,,,,,,,,2014,return,141.2,29.8%,50.9%,22.6%,37.9%
33,Donald Young,,,,,,,,2014,return,140.8,29.6%,50.4%,22.0%,38.8%
34,Ernests Gulbis,,,,,,,,2014,return,140.3,28.7%,49.9%,21.3%,40.4%
35,Marin Cilic,,,,,,,,2014,return,139.8,30.0%,50.0%,22.2%,37.6%
36,Fernando Verdasco,,,,,,,,2014,return,139.5,30.1%,48.8%,21.8%,38.8%
37,Yen-Hsun Lu,,,,,,,,2014,return,138.8,25.8%,51.1%,20.7%,41.2%
38,Jurgen Melzer,,,,,,,,2014,return,138.4,28.8%,50.0%,21.9%,37.7%
39,Dominic Thiem,,,,,,,,2014,return,138.3,29.3%,49.9%,22.2%,36.9%
40,Daniel Gimeno-Traver,,,,,,,,2014,return,137.5,29.6%,47.2%,21.6%,39.1%
41,Andreas Seppi,,,,,,,,2014,return,137.5,30.6%,48.9%,21.5%,36.5%
42,Richard Gasquet,,,,,,,,2014,return,136.8,28.1%,49.6%,20.8%,38.3%
43,Igor Sijsling,,,,,,,,2014,return,136.8,27.1%,50.0%,20.0%,39.7%
44,Mikhail Kukushkin,,,,,,,,2014,return,136.6,26.8%,51.2%,21.9%,36.7%
45,Andrey Golubev,,,,,,,,2014,return,136.4,27.7%,45.3%,19.2%,44.2%
46,Jarkko Nieminen,,,,,,,,2014,return,136.1,25.9%,51.7%,20.4%,38.1%
47,Marinko Matosevic,,,,,,,,2014,return,136.0,27.9%,50.4%,19.9%,37.8%
48,Tommy Robredo,,,,,,,,2014,return,135.6,28.8%,49.0%,20.5%,37.3%
49,Alexander Zverev,,,,,,,,2014,return,135.5,30.6%,48.0%,24.0%,32.9%
50,Julien Benneteau,,,,,,,,2014,return,135.3,28.1%,48.9%,21.2%,37.1%
1,Rafael Nadal,,,,,,,,2013,return,169.6,34.8%,54.2%,33.8%,46.8%
2,Novak Djokovic,,,,,,,,2013,return,165.9,35.4%,55.2%,33.2%,42.1%
3,David Ferrer,,,,,,,,2013,return,165.5,34.1%,56.2%,33.0%,42.2%
4,Andy Murray,,,,,,,,2013,return,163.4,33.7%,54.7%,31.0%,44.0%
5,Juan Monaco,,,,,,,,2013,return,161.2,32.2%,54.9%,30.8%,43.3%
6,Fabio Fognini,,,,,,,,2013,return,160.6,33.3%,53.7%,30.7%,42.9%
7,Nikolay Davydenko,,,,,,,,2013,return,160.0,32.3%,52.0%,27.8%,47.9%
8,Kei Nishikori,,,,,,,,2013,return,159.2,31.3%,54.8%,30.0%,43.1%
9,Gilles Simon,,,,,,,,2013,return,152.5,32.1%,52.2%,27.4%,40.8%
10,Lleyton Hewitt,,,,,,,,2013,return,152.0,29.4%,52.2%,26.0%,44.4%
11,Tobias Kamke,,,,,,,,2013,return,151.5,30.1%,52.3%,26.1%,43.0%
12,Tomas Berdych,,,,,,,,2013,return,150.5,30.3%,53.9%,25.1%,41.2%
13,Ernests Gulbis,,,,,,,,2013,return,150.5,31.3%,50.2%,25.2%,43.8%
14,Tommy Robredo,,,,,,,,2013,return,150.2,32.6%,49.9%,26.7%,41.0%
15,Roberto Bautista Agut,,,,,,,,2013,return,149.9,30.5%,52.6%,25.2%,41.6%
16,Nicolas Almagro,,,,,,,,2013,return,149.5,29.0%,51.7%,24.7%,44.1%
17,Roger Federer,,,,,,,,2013,return,149.4,33.0%,51.1%,25.9%,39.4%
18,Alejandro Falla,,,,,,,,2013,return,149.4,29.3%,50.9%,24.4%,44.8%
19,Carlos Berlocq,,,,,,,,2013,return,148.6,29.7%,53.0%,25.1%,40.8%
20,Richard Gasquet,,,,,,,,2013,return,148.5,30.3%,53.9%,25.5%,38.8%
21,Marin Cilic,,,,,,,,2013,return,147.8,29.8%,51.8%,23.8%,42.4%
22,Mikhail Youzhny,,,,,,,,2013,return,147.3,29.6%,51.2%,24.8%,41.7%
23,Guillermo Garcia-Lopez,,,,,,,,2013,return,147.2,29.4%,53.0%,24.5%,40.3%
24,Radek Stepanek,,,,,,,,2013,return,147.2,30.0%,52.1%,25.6%,39.5%
25,Marcel Granollers,,,,,,,,2013,return,147.0,28.7%,52.3%,23.6%,42.4%
26,Yen-Hsun Lu,,,,,,,,2013,return,146.8,30.3%,52.4%,24.9%,39.2%
27,Jarkko Nieminen,,,,,,,,2013,return,146.5,27.1%,52.9%,24.1%,42.4%
28,Benoit Paire,,,,,,,,2013,return,146.5,32.1%,49.4%,24.3%,40.7%
29,David Goffin,,,,,,,,2013,return,146.0,31.6%,48.3%,23.0%,43.1%
30,Juan Martin del Potro,,,,,,,,2013,return,145.9,28.3%,53.0%,23.5%,41.1%
31,Gael Monfils,,,,,,,,2013,return,145.6,32.4%,48.0%,25.3%,39.9%
32,Marinko Matosevic,,,,,,,,2013,return,145.5,29.1%,51.7%,24.8%,39.9%
33,Ivan Dodig,,,,,,,,2013,return,145.4,28.8%,49.2%,23.1%,44.3%
34,Julien Benneteau,,,,,,,,2013,return,143.7,30.0%,50.3%,23.8%,39.6%
35,Alexander Zverev,,,,,,,,2013,return,142.8,40.5%,35.7%,33.3%,33.3%
